kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
815050016,Taman Lodan V,Jl. Lodan V,Jakarta Timur,Pulo Gadung,Jati,1162,Taman Lingkungan
815050036,Taman Cakalang,Jl. Cakalang,Jakarta Timur,Pulo Gadung,Jati,744,Taman Lingkungan
815050025,Taman Pulo Asem Timur VI,Jl. Pulo Asem Timur VI,Jakarta Timur,Pulo Gadung,Jati,731,Taman Lingkungan
815050014,Taman Bandeng III,Jl. Bandeng III,Jakarta Timur,Pulo Gadung,Jati,1140,Taman Lingkungan
815050039,Taman Balai Pustaka (Jatinegara Kaum),Jl. Balai Pustaka I,Jakarta Timur,Pulo Gadung,Jatinegara Kaum,3000,Taman Lingkungan
815050032,Taman Plafon,Jl. Plafon,Jakarta Timur,Pulo Gadung,Kayu Putih,3770.8,Taman Lingkungan
815050035,Taman Attaubah,Jl. Pulo Mas Barat 5,Jakarta Timur,Pulo Gadung,Kayu Putih,2504,Taman Lingkungan
815050033,Taman Tener,Jl. Tener,Jakarta Timur,Pulo Gadung,Kayu Putih,672.2,Taman Lingkungan
815050031,Taman Tanah Mas II,Jl. Tanah Mas II Raya,Jakarta Timur,Pulo Gadung,Kayu Putih,3395.6,Taman Lingkungan
815050029,Taman Kusen,Jl. Kusen 2,Jakarta Timur,Pulo Gadung,Kayu Putih,484.7,Taman Lingkungan
815050038,Taman Kikir,Jl. Kikir,Jakarta Timur,Pulo Gadung,Kayu Putih,647,Taman Lingkungan
815050034,Taman Pulo Mas Barat,Jl. Pulo Mas Barat,Jakarta Timur,Pulo Gadung,Kayu Putih,4483,Taman Lingkungan
815050006,Taman Juwed,Jl. Juwed,Jakarta Timur,Pulo Gadung,Rawamangun,1381,Taman Lingkungan
815050037,Taman Sawo (Pisangan Tmr),Jl. Sawo,Jakarta Timur,Pulo Gadung,Rawamangun,201,Taman Lingkungan
815050004,Taman Rw. Muka Barat,Jl. Rawamangun Muka Barat,Jakarta Timur,Pulo Gadung,Rawamangun,1828,Taman Lingkungan
815050007,Taman Kayu Jati V,Jl. Kayu Jati V,Jakarta Timur,Pulo Gadung,Rawamangun,716,Taman Lingkungan
815050005,Taman Balai Pustaka (Rawamangun),Jl. Balai Pustaka 3,Jakarta Timur,Pulo Gadung,Rawamangun,468,Taman Lingkungan
812040028,Taman Tanah Merdeka,Jl. Tanah Merdeka,Jakarta Utara,Cilincing,,270,Taman Lingkungan
812040006,Taman Majapahit II,Jl. Majapahit,Jakarta Utara,Cilincing,,1039,Taman Lingkungan
812040004,Taman Komp. Bea Cukai (Suka Pura),Jl. Siak,Jakarta Utara,Cilincing,,3891.4,Taman Lingkungan
812040002,Taman Komp. Perum. Walikota II,Komp. Perumahan Walikota II,Jakarta Utara,Cilincing,,381,Taman Lingkungan
812040027,Taman Kalibaru II,Jl. Kalibaru II,Jakarta Utara,Cilincing,,251,Taman Lingkungan
812040005,Taman Majapahit I,Jl. Majapahit,Jakarta Utara,Cilincing,,819,Taman Lingkungan
812040003,Taman Komp. Perum. Walikota I,Komp. Perumahan Walikota I,Jakarta Utara,Cilincing,,1474,Taman Lingkungan
812040001,Taman Komp. Perum. Walikota III,Komp. Perumahan Walikota III,Jakarta Utara,Cilincing,,445,Taman Lingkungan
812040010,Taman Sungai Landak,Jl. Sungai Landak,Jakarta Utara,Cilincing,Cilincing,1075,Taman Lingkungan
812040009,Taman Hal. Kantor Kecamatan,Jl. Sungai Landak,Jakarta Utara,Cilincing,Cilincing,1816,Taman Lingkungan
812040008,Taman Marunda Rw 03,Tm. Marunda Rw 03,Jakarta Utara,Cilincing,Marunda,732,Taman Lingkungan
812040007,Taman Rw 03 Marunda,Rw 03 Marunda,Jakarta Utara,Cilincing,Marunda,1143,Taman Lingkungan
812040021,Taman Rw 03,Tm. Rw 03,Jakarta Utara,Cilincing,Semper Barat,2558,Taman Lingkungan
812040019,Taman Rw 04 (Semper Tmr B),Kavling Rw 04,Jakarta Utara,Cilincing,Semper Barat,1116,Taman Lingkungan
812040017,Taman Rw 17,Jl. Tipar Selatan,Jakarta Utara,Cilincing,Semper Barat,1000,Taman Lingkungan
812040015,Taman Rw 02/Yon Ang. Air,Jl. Sungai Brantas,Jakarta Utara,Cilincing,Semper Barat,2321.2,Taman Lingkungan
812040026,Taman Depan Kober/Pure,Jl. Cilincing Raya,Jakarta Utara,Cilincing,Semper Barat,586,Taman Lingkungan
812040013,Taman Komp. Pemadam Kebakaran,Jl. Komp. Pemadam Kebakaran,Jakarta Utara,Cilincing,Semper Barat,2916.8,Taman Lingkungan
812040024,Taman Komp. Kebersihan,Jl. Kebersihan,Jakarta Utara,Cilincing,Semper Barat,1442.9,Taman Lingkungan
812040011,Taman Segitiga Cacing,Jl. Segitiga Cacing,Jakarta Utara,Cilincing,Semper Barat,348,Taman Lingkungan
812040022,Taman Sungai Kapuas,Jl. Sungai Kapuas,Jakarta Utara,Cilincing,Semper Barat,2669,Taman Lingkungan
812040020,Taman Rw 04 (Semper Tmr A),Tm. Rw 04,Jakarta Utara,Cilincing,Semper Barat,751,Taman Lingkungan
812040029,Taman Semper Barat V,Jl. Semper Barat V,Jakarta Utara,Cilincing,Semper Barat,1051.6,Taman Lingkungan
812040018,Taman Rw 05,Jl. Tipar Selatan,Jakarta Utara,Cilincing,Semper Barat,1172,Taman Lingkungan
812040016,Taman Sena Raya,Jl. Sena Raya,Jakarta Utara,Cilincing,Semper Barat,6617,Taman Lingkungan
812040014,Taman Tipar,Jl. Tipar,Jakarta Utara,Cilincing,Semper Barat,2161,Taman Lingkungan
812040025,Taman Depan Peti Kemas,Jl. Cilincing Raya,Jakarta Utara,Cilincing,Semper Barat,363.2,Taman Lingkungan
812040012,Taman Angin Prahara,Jl. Angin Prahara,Jakarta Utara,Cilincing,Semper Barat,348,Taman Lingkungan
812040023,Taman Sungai Progo,Jl. Sungai Progo,Jakarta Utara,Cilincing,Semper Barat,1011,Taman Lingkungan
31010017,REFUNGSI SPBU NO. 34-12110 Jl.Perintis Kemerdekaan,Jl.Perintis Kemerdekaan,Jakarta Utara,Kelapa Gading,,1275,Taman Lingkungan
812031004,Taman Perintis Kemerdekaan,Jl. Perintis Kemerdekaan,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,900,Taman Lingkungan
812031001,Taman Elok,Jl. Kelapa Elok,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,1000,Taman Lingkungan
812031019,Taman B Cipta Sarana (Maramba),Jl. Bangun Cipta Sarana,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1322,Taman Lingkungan
812031008,Taman Seluang,Jl. Seluang,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1197,Taman Lingkungan
812031028,Taman Boulevard,Jl. Boulevard,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1532,Taman Lingkungan
812031017,Taman Vespa,Jl. Perintis Kemerdekaan,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,379,Taman Lingkungan
812031006,Taman Ex Kebakaran,Jl. Perintis Kemerdekaan,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,6000,Taman Lingkungan
812031015,Taman RW 13 Klp Gading Taman,Jl. Gading Elok Utara II RW 13,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,3619.6,Taman Lingkungan
812031024,Taman Kopyor,Jl. Kelapa Kopyor Timur 2,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1020,Taman Lingkungan
812031013,Taman Kelapa Puan V,Jl. Kelapa Puan Timur V,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1953,Taman Lingkungan
812031002,Taman Komp. Kuning,"Kelapa Gading ,Komp. Kuning",Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,4200,Taman Lingkungan
812031022,Taman Musik Raya,Jl. Musik Raya,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,489,Taman Lingkungan
812031011,Taman Simponi,Jl. Simponi,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,573,Taman Lingkungan
812031020,Taman Kelapa Cengkir Barat IV,Jl. Kelapa Cengkir Barat IV,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1735.7,Taman Lingkungan
812031009,Taman Maengket,Jl. Maengket,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1340,Taman Lingkungan
812031029,Taman Kelapa Lilin VIII,Jl. Kelapa Lilin 8,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1888,Taman Lingkungan
812031018,Taman Maramba,Jl. Maramba,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,152,Taman Lingkungan
812031007,Taman Tarian Raya,Jl. Tarian Raya,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,598,Taman Lingkungan
812031016,Taman Gading Putih,Jl. Sumagung II,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1475.8,Taman Lingkungan
812031005,Taman Pulau-Pulau (Klp Gading Tmr),Jl. Perintis Kemerdekaan,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1324,Taman Lingkungan
812031025,Taman Segitiga Perintis Kemerdekaan,Jl. Perintis Kemerdekaan,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,50,Taman Lingkungan
812031014,Taman RW 10 Klp Gading Tamanr,Jl. Gading Raya,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,2867,Taman Lingkungan
812031003,Taman Kelapa Gading,Jl. Gading Raya,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,2604,Taman Lingkungan
812031023,Taman Taska,Jl. Taska,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,947,Taman Lingkungan
812031012,Taman Kelapa Puan I,Jl. Kelapa Puan Timur I,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1506,Taman Lingkungan
812031021,Taman CPG Janur Elok,Jl. Janur Elok I,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,1446,Taman Lingkungan
812031010,Taman Bongo IV,Jl. Bongo IV,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,573,Taman Lingkungan
812031026,Taman Oyar Pegangsaan Dua,Jl. H. Oyar,Jakarta Utara,Kelapa Gading,Pegangsaan Dua,1526,Taman Lingkungan
812031027,Taman Janur Elok,Jl. Janur Elok Raya,Jakarta Utara,Kelapa Gading,Pegangsaan Dua,438,Taman Lingkungan
812030016,Taman Jampea,Jl. Jampea,Jakarta Utara,Koja,,1800,Taman Lingkungan
812030014,Taman SMP XXX,Jl. Yos Sudarso,Jakarta Utara,Koja,,800,Taman Lingkungan
812030012,Taman Alur Laut,Jl. Alur Laut,Jakarta Utara,Koja,,300,Taman Lingkungan
812030010,Taman Plumpang Segitiga,Jl. Yos Sudarso,Jakarta Utara,Koja,,50,Taman Lingkungan
812030019,Taman Jl Deli,Jl. Deli,Jakarta Utara,Koja,,515,Taman Lingkungan
31010025,REFUNGSI SPBU NO. 34-14202 Jl.Yos Sudarso,Jl.Yos Sudarso,Jakarta Utara,Koja,,2000,Taman Lingkungan
812030017,Taman Interaksi Sosial Lorong V,JL. Lorong V,Jakarta Utara,Koja,,165,Taman Lingkungan
812030015,Taman Segitiga Depan RS Koja,Jl. Jampea,Jakarta Utara,Koja,,2392,Taman Lingkungan
812030013,Taman Sindang,Jl. Sindang,Jakarta Utara,Koja,,2075,Taman Lingkungan
812030011,Taman Corat-caret Plumpang,Jl. Yos Sudarso,Jakarta Utara,Koja,,500,Taman Lingkungan
812030018,Taman Jl. Kelapa Muda,Jl. Kelapa Muda IV,Jakarta Utara,Koja,,405,Taman Lingkungan
812030005,Taman Palm,Jl. Palem,Jakarta Utara,Koja,Tugu Utara,881,Taman Lingkungan
812030003,Taman Lontar (Rawabadak),Jl. Lontar,Jakarta Utara,Koja,Tugu Utara,1030,Taman Lingkungan
812030001,Taman Walang Baru,Jl. Walang Baru,Jakarta Utara,Koja,Tugu Utara,3375,Taman Lingkungan
812030008,Taman Rw 07,Jl. Nyiur Malambai,Jakarta Utara,Koja,Tugu Utara,1528,Taman Lingkungan
812030006,Taman Palm Mangga Ujung,Jl. Rumbia,Jakarta Utara,Koja,Tugu Utara,828,Taman Lingkungan
812030004,Taman Imigrasi,Jl. Rumbia,Jakarta Utara,Koja,Tugu Utara,447,Taman Lingkungan
812030002,Taman Toar,Jl. Toar,Jakarta Utara,Koja,Tugu Utara,2904,Taman Lingkungan
812030009,Taman Komplek YUKA,Jl. Komplek Yuka,Jakarta Utara,Koja,Tugu Utara,430,Taman Lingkungan
812030007,Taman Mangga Ujung,Jl. Mangga Ujung,Jakarta Utara,Koja,Tugu Utara,697,Taman Lingkungan
812010013,Taman Masjid Luar Batang,"Jl. Mesjid, Luar Batang 1",Jakarta Utara,Pademangan,Ancol,6068,Taman Lingkungan
812011004,Taman Inpres Kecamatan,Jl. GOR Pademangan,Jakarta Utara,Pademangan,Pademangan Barat,1298,Taman Lingkungan
812011002,Taman Gunung Sahari,Jl. Gunung Sahari,Jakarta Utara,Pademangan,Pademangan Barat,2600,Taman Lingkungan
812011003,Taman Mnj. Kec. Pademangan,Jl. Menuju Kantor Kec. Pademan,Jakarta Utara,Pademangan,Pademangan Barat,700,Taman Lingkungan
812011001,Taman Pemadam Kebakaran,Jl. Budi Mulia,Jakarta Utara,Pademangan,Pademangan Barat,600,Taman Lingkungan
812011005,Taman Mangga Dua ITC,Jl. Mangga Dua,Jakarta Utara,Pademangan,Pademangan Timur,1850,Taman Lingkungan
812010001,Taman Segitiga Kamal Muara,Jl. Pelelangan Ikan Muara Kama,Jakarta Utara,Penjaringan,Kamal Muara,154,Taman Lingkungan
812010002,Taman Kapuk Muara I,Jl. Kapuk Muara Rw.05,Jakarta Utara,Penjaringan,Kapuk Muara,402,Taman Lingkungan
812010006,Taman Bimoli,Jl. Jembatan Tiga,Jakarta Utara,Penjaringan,Pejagalan,900,Taman Lingkungan
812010004,Taman Kura,Jl. Kuara Kuara,Jakarta Utara,Penjaringan,Pejagalan,334,Taman Lingkungan
812010018,Taman Boncel,Jl. Sriwijaya,Jakarta Utara,Penjaringan,Pejagalan,633,Taman Lingkungan
812010007,Taman Seni Budaya,Jl. Seni Budaya,Jakarta Utara,Penjaringan,Pejagalan,1456,Taman Lingkungan
812010005,Taman Lundu,Jl. Lundu,Jakarta Utara,Penjaringan,Pejagalan,553,Taman Lingkungan
812010003,Taman Harmoni Mas,Jl. Teluk Gong,Jakarta Utara,Penjaringan,Pejagalan,1075,Taman Lingkungan
812010017,Taman Bhakti (Penjaringan),Jl. Bhakti,Jakarta Utara,Penjaringan,Penjaringan,1100,Taman Lingkungan
812010015,Taman Elang Bondol (Penjaringan),Jl. Pluit Selatan,Jakarta Utara,Penjaringan,Penjaringan,592,Taman Lingkungan
812010011,Taman Segitiga Gedong Panjang,Jl. Segitiga Gedong Panjang,Jakarta Utara,Penjaringan,Penjaringan,560,Taman Lingkungan
812010009,Taman Segitiga Pakin,Jl. Raya Pakin,Jakarta Utara,Penjaringan,Penjaringan,181,Taman Lingkungan
812010014,Taman Bundaran Pluit,Jl. Pluit Putra,Jakarta Utara,Penjaringan,Penjaringan,1575,Taman Lingkungan
812010012,Taman Segitiga Rel KA,Jl. Segitiga Gedong Panjang,Jakarta Utara,Penjaringan,Penjaringan,870,Taman Lingkungan
812010010,Taman Segitiga Kakap,Jl. Kakap,Jakarta Utara,Penjaringan,Penjaringan,403,Taman Lingkungan
812010016,Taman Bundaran Tugu BPL,Jl. Pluit Selatan,Jakarta Utara,Penjaringan,Pluit,2549,Taman Lingkungan
812010008,Taman Muara Angke,Jl. Pluit Utara,Jakarta Utara,Penjaringan,Pluit,1041,Taman Lingkungan
812020016,Taman Martadinata Timur,Jl. RE Martadinata,Jakarta Utara,Tanjung Priok,,2690,Taman Lingkungan
812020014,Taman Martadinata Barat,Jl. RE Martadinata,Jakarta Utara,Tanjung Priok,,2496,Taman Lingkungan
31010022,REFUNGSI SPBU NO. 31-13201 Jl.Enim/Tongkol,Jl.Enim/Tongkol,Jakarta Utara,Tanjung Priok,,1000,Taman Lingkungan
812020012,Taman Enim,Jl. Enim,Jakarta Utara,Tanjung Priok,,346,Taman Lingkungan
812020021,Taman Martadinata,Jl. RE Martadinata,Jakarta Utara,Tanjung Priok,,9143,Taman Lingkungan
812020010,Taman Bahari (Tanjung Priok A),Jl. Bahari,Jakarta Utara,Tanjung Priok,,953,Taman Lingkungan
812020019,Taman Pos Polisi Tanjung Priok,Jl. Enggano,Jakarta Utara,Tanjung Priok,,568,Taman Lingkungan
812020008,Taman Enggano,Jl. Enggano,Jakarta Utara,Tanjung Priok,,1687,Taman Lingkungan
812020017,Taman POS I,Jl. RE Martadinata,Jakarta Utara,Tanjung Priok,,7097,Taman Lingkungan
812020015,Taman Karapan Sapi,Jl. RE Martadinata,Jakarta Utara,Tanjung Priok,,2638,Taman Lingkungan
812020013,Taman Segitiga Enggano,Jl. Enggano,Jakarta Utara,Tanjung Priok,,979,Taman Lingkungan
812020022,Taman Tongkol,Jl. Tongkol,Jakarta Utara,Tanjung Priok,,75,Taman Lingkungan
812020011,Taman Pos III,Jl. Pos III,Jakarta Utara,Tanjung Priok,,805,Taman Lingkungan
812020020,Taman Segitiga Terminal,Jl. Stasiun Tanjung Priok,Jakarta Utara,Tanjung Priok,,333,Taman Lingkungan
812020009,Taman Stasiun KA,Jl. Stasiun KA,Jakarta Utara,Tanjung Priok,,598,Taman Lingkungan
812020018,Taman Sulawesi,Jl. Sulawesi,Jakarta Utara,Tanjung Priok,,996,Taman Lingkungan
812020007,Taman Tenggiri,Jl. Tenggiri,Jakarta Utara,Tanjung Priok,,2000,Taman Lingkungan
812020006,Taman Rawa Badak,Jl. Kebon Bawang,Jakarta Utara,Tanjung Priok,Kebon Bawang,2131.1,Taman Lingkungan
812020004,Taman Bugis,Jl. Bugis,Jakarta Utara,Tanjung Priok,Kebon Bawang,2602,Taman Lingkungan
812020005,Taman Gorontalo,Jl. Gorontalo,Jakarta Utara,Tanjung Priok,Sungai Bambu,5242.5,Taman Lingkungan
812020003,Taman Komplek Kebersihan Sunter,Jl. Sunter Jaya Barat,Jakarta Utara,Tanjung Priok,Sunter Jaya,722,Taman Lingkungan
812020001,Taman RW03 Sunter Jaya,Jl. Bingkemas,Jakarta Utara,Tanjung Priok,Sunter Jaya,1228,Taman Lingkungan
812020002,Taman RW.04 Sunter Jaya,Jl. Kelurahan Sunter Jaya,Jakarta Utara,Tanjung Priok,Sunter Jaya,1360,Taman Lingkungan
